category,quantity,consumption_rate,days_to_expiry,price_per_unit,stock_level,risk_label
Meat,56,6.5,4,360.85,56,Moderate Risk
Seafood,88,12.62,5,70.2,88,Moderate Risk
Bakery,82,15.49,10,491.66,82,Safe
Bakery,75,21.9,4,237.65,75,Moderate Risk
Dairy,54,23.65,2,56.7,54,High Risk
Vegetables,169,10.14,3,498.75,169,Moderate Risk
Bakery,104,22.79,5,194.37,104,Moderate Risk
Bakery,124,22.8,2,200.13,124,High Risk
Bakery,66,24.07,5,241.43,66,Moderate Risk
Fruits,53,23.73,17,317.13,53,Safe
Fruits,91,12.82,3,113.55,91,Moderate Risk
Vegetables,113,3.96,12,428.32,113,Moderate Risk
Dairy,86,12.73,29,145.4,86,Safe
Seafood,66,7.04,7,292.25,66,Safe
Vegetables,126,7.68,28,156.98,126,Moderate Risk
Vegetables,179,4.24,24,145.76,179,High Risk
Vegetables,72,23.34,22,29.42,72,Safe
Vegetables,54,1.92,7,477.18,54,Safe
Fruits,12,10.08,24,486.86,12,Safe
Vegetables,127,20.18,10,342.27,127,Safe
Vegetables,29,13.37,11,248.26,29,Safe
Vegetables,88,8.8,14,128.72,88,Safe
Meat,197,10.17,2,15.46,197,High Risk
Dairy,107,2.24,11,261.54,107,Moderate Risk
Dairy,66,12.43,22,176.08,66,Safe
Meat,176,10.49,1,44.15,176,High Risk
Vegetables,122,23.43,4,101.69,122,Moderate Risk
Dairy,27,13.15,3,383.46,27,Moderate Risk
Dairy,123,19.54,16,81.58,123,Safe
Vegetables,156,13.53,1,66.79,156,High Risk
Bakery,88,24.72,2,411.71,88,High Risk
Dairy,179,2.42,21,120.07,179,High Risk
Seafood,41,23.99,19,460.71,41,Safe
Vegetables,178,24.71,24,272.86,178,Safe
Fruits,18,5.19,24,95.36,18,Safe
Meat,162,18.18,25,141.61,162,Safe
Bakery,106,9.47,17,214.15,106,Safe
Fruits,87,8.26,17,221.47,87,Safe
Vegetables,127,18.98,15,239.76,127,Safe
Vegetables,83,22.64,30,141.72,83,Safe
Vegetables,50,14.81,19,435.7,50,Safe
Meat,55,15.66,21,215.18,55,Safe
Dairy,103,20.91,18,385.77,103,Safe
Vegetables,122,10.7,25,159.37,122,Safe
Fruits,11,22.4,19,272.28,11,Safe
Meat,116,23.11,30,181.54,116,Safe
Meat,18,2.62,9,399.04,18,Safe
Dairy,171,14.74,17,321.68,171,Safe
Meat,42,17.91,20,159.17,42,Safe
Seafood,58,13.71,9,426.19,58,Safe
Vegetables,30,20.25,20,235.77,30,Safe
Dairy,25,19.01,23,327.67,25,Safe
Vegetables,63,14.82,18,417.43,63,Safe
Bakery,7,4.27,24,46.75,7,Safe
Meat,5,24.71,11,305.91,5,Safe
Dairy,162,11.73,30,110.28,162,Safe
Seafood,69,19.35,18,392.51,69,Safe
Vegetables,62,9.11,22,341.1,62,Safe
Bakery,153,2.93,7,22.33,153,High Risk
Meat,82,18.65,20,314.72,82,Safe
Dairy,95,2.91,1,180.17,95,High Risk
Seafood,166,3.74,2,488.25,166,High Risk
Fruits,49,2.44,3,76.8,49,Moderate Risk
Meat,29,10.83,22,134.39,29,Safe
Vegetables,73,23.66,7,275.42,73,Safe
Meat,40,1.02,23,456.37,40,Safe
Seafood,62,1.74,15,470.45,62,Safe
Seafood,181,7.67,5,19.31,181,Moderate Risk
Bakery,36,6.13,13,296.13,36,Safe
Bakery,110,20.44,1,266.53,110,High Risk
Seafood,141,10.65,8,409.11,141,Safe
Bakery,72,4.58,30,179.95,72,Safe
Seafood,174,10.62,10,174.85,174,Safe
Fruits,159,3.2,27,325.35,159,High Risk
Seafood,164,5.27,2,210.38,164,High Risk
Seafood,168,22.07,3,229.69,168,Moderate Risk
Meat,40,14.93,16,103.28,40,Safe
Fruits,81,5.37,5,132.01,81,Moderate Risk
Meat,141,1.29,18,116.98,141,High Risk
Seafood,38,16.86,23,29.93,38,Safe
Dairy,149,6.88,13,373.59,149,Moderate Risk
Vegetables,40,21.18,15,261.07,40,Safe
Vegetables,120,9.38,28,477.53,120,Safe
Seafood,40,20.54,27,104.23,40,Safe
Vegetables,168,1.55,27,243.04,168,High Risk
Vegetables,146,12.15,18,208.33,146,Safe
Meat,160,9.12,11,449.76,160,Safe
Vegetables,183,13.0,1,383.04,183,High Risk
Meat,191,6.37,22,155.92,191,Moderate Risk
Fruits,145,21.57,1,242.6,145,High Risk
Seafood,100,2.98,22,306.69,100,Moderate Risk
Vegetables,33,8.26,5,164.72,33,Moderate Risk
Meat,65,22.03,1,50.88,65,High Risk
Bakery,17,9.36,13,108.11,17,Safe
Dairy,93,5.66,12,51.74,93,Moderate Risk
Dairy,46,2.28,2,239.49,46,High Risk
Seafood,63,19.64,7,478.45,63,Safe
Meat,129,1.75,12,340.02,129,High Risk
Meat,178,3.12,28,424.71,178,High Risk
Dairy,161,15.55,29,180.58,161,Safe
Dairy,197,8.85,6,210.71,197,Moderate Risk
Dairy,148,10.96,3,86.84,148,Moderate Risk
Seafood,175,24.58,11,411.31,175,Safe
Dairy,105,13.2,10,499.81,105,Safe
Meat,135,20.61,24,361.87,135,Safe
Fruits,51,23.16,25,95.39,51,Safe
Seafood,72,10.14,8,187.41,72,Safe
Seafood,197,9.71,18,146.06,197,Safe
Fruits,80,22.01,6,97.16,80,Moderate Risk
Seafood,28,11.98,5,334.96,28,Moderate Risk
Meat,19,10.31,26,168.02,19,Safe
Seafood,161,17.42,1,460.42,161,High Risk
Vegetables,61,13.78,11,440.03,61,Safe
Meat,150,3.91,20,176.03,150,High Risk
Fruits,85,12.72,8,134.81,85,Safe
Bakery,83,17.72,19,273.22,83,Safe
Bakery,92,5.93,1,12.93,92,High Risk
Fruits,97,20.36,8,450.15,97,Safe
Dairy,148,9.7,6,478.35,148,Moderate Risk
Vegetables,180,16.54,17,414.29,180,Safe
Dairy,40,17.42,12,24.25,40,Safe
Bakery,70,13.95,23,485.65,70,Safe
Bakery,44,3.97,12,222.2,44,Safe
Seafood,172,17.02,29,205.06,172,Safe
Fruits,131,16.87,13,406.9,131,Safe
Dairy,173,24.93,29,303.49,173,Safe
Meat,196,6.45,28,496.59,196,Moderate Risk
Vegetables,16,12.12,14,73.35,16,Safe
Meat,53,7.9,13,439.75,53,Safe
Bakery,72,7.37,26,407.78,72,Safe
Meat,78,3.78,25,177.95,78,Safe
Vegetables,28,13.12,23,314.65,28,Safe
Bakery,156,7.15,8,473.13,156,Moderate Risk
Meat,127,21.73,6,493.09,127,Moderate Risk
Meat,44,24.79,20,370.47,44,Safe
Dairy,168,9.04,4,205.04,168,Moderate Risk
Vegetables,18,7.86,20,44.76,18,Safe
Vegetables,155,22.97,25,122.62,155,Safe
Vegetables,177,22.32,16,404.05,177,Safe
Seafood,131,14.19,12,425.95,131,Safe
Fruits,44,14.36,3,266.87,44,Moderate Risk
Vegetables,198,3.12,28,163.87,198,High Risk
Bakery,109,22.92,20,29.53,109,Safe
Dairy,196,18.47,16,316.05,196,Safe
Meat,23,2.55,11,472.79,23,Safe
Fruits,57,7.2,10,95.41,57,Safe
Seafood,169,19.41,22,441.24,169,Safe
Dairy,196,20.43,3,36.5,196,Moderate Risk
Meat,177,1.93,9,47.76,177,High Risk
Bakery,38,14.05,19,49.09,38,Safe
Meat,11,1.56,8,297.53,11,Safe
Bakery,17,16.18,30,227.75,17,Safe
Fruits,132,22.31,19,359.73,132,Safe
Vegetables,196,17.57,2,226.49,196,High Risk
Meat,59,12.12,12,485.65,59,Safe
Meat,165,3.58,4,471.95,165,High Risk
Fruits,198,10.19,13,446.95,198,Safe
Dairy,45,14.65,22,450.65,45,Safe
Bakery,148,17.46,27,40.43,148,Safe
Dairy,187,6.52,10,216.26,187,Moderate Risk
Vegetables,89,14.91,27,457.33,89,Safe
Meat,200,10.14,3,108.45,200,Moderate Risk
Meat,183,15.25,27,472.06,183,Safe
Meat,19,24.32,9,417.42,19,Safe
Meat,37,20.51,19,458.2,37,Safe
Seafood,76,23.69,3,360.23,76,Moderate Risk
Meat,85,6.08,11,78.17,85,Moderate Risk
Dairy,65,10.74,3,115.54,65,Moderate Risk
Dairy,70,22.93,22,484.23,70,Safe
Seafood,187,24.43,16,18.37,187,Safe
Vegetables,121,13.39,26,231.47,121,Safe
Vegetables,62,5.09,26,421.86,62,Safe
Bakery,180,21.15,5,199.53,180,Moderate Risk
Vegetables,187,6.92,23,78.85,187,Moderate Risk
Vegetables,24,19.2,4,179.91,24,Moderate Risk
Meat,162,23.16,6,24.25,162,Moderate Risk
Vegetables,70,15.84,7,210.47,70,Safe
Bakery,16,21.67,20,75.52,16,Safe
Bakery,15,8.01,14,473.03,15,Safe
Dairy,109,8.66,29,273.75,109,Safe
Bakery,145,24.69,29,309.74,145,Safe
Fruits,62,13.6,13,451.8,62,Safe
Meat,67,23.46,18,241.71,67,Safe
Bakery,22,6.72,24,344.74,22,Safe
Fruits,31,2.1,21,331.31,31,Safe
Vegetables,83,20.58,6,355.94,83,Moderate Risk
Fruits,138,9.29,6,77.16,138,Moderate Risk
Fruits,100,19.45,7,107.4,100,Safe
Bakery,58,5.13,3,462.56,58,Moderate Risk
Fruits,99,15.64,4,267.37,99,Moderate Risk
Dairy,87,3.07,1,150.27,87,High Risk
Meat,127,23.44,7,126.19,127,Safe
Meat,142,5.45,28,126.43,142,Moderate Risk
Dairy,70,17.66,7,484.68,70,Safe
Vegetables,171,17.66,12,375.7,171,Safe
Dairy,109,16.18,27,321.73,109,Safe
Fruits,165,20.83,28,89.7,165,Safe
Dairy,127,12.94,15,401.75,127,Safe
Dairy,133,9.37,22,427.18,133,Safe
Meat,129,7.2,15,425.83,129,Moderate Risk
Fruits,57,6.83,23,338.3,57,Safe
Fruits,69,19.88,23,478.83,69,Safe
Fruits,147,21.25,5,59.08,147,Moderate Risk
Meat,84,6.34,8,445.36,84,Moderate Risk
Fruits,88,17.02,15,47.54,88,Safe
Dairy,153,21.16,18,117.47,153,Safe
Seafood,163,4.06,26,230.11,163,High Risk
Dairy,150,13.24,11,351.2,150,Safe
Fruits,118,21.41,13,148.4,118,Safe
Meat,153,13.25,10,176.43,153,Safe
Seafood,170,6.02,30,334.0,170,Moderate Risk
Meat,183,24.24,5,36.24,183,Moderate Risk
Meat,115,23.86,24,277.83,115,Safe
Seafood,33,22.24,5,310.74,33,Moderate Risk
Vegetables,169,20.85,24,337.71,169,Safe
Bakery,123,7.95,23,366.72,123,Moderate Risk
Vegetables,127,10.55,17,43.22,127,Safe
Meat,13,21.45,11,82.23,13,Safe
Vegetables,25,18.63,16,116.71,25,Safe
Seafood,188,7.09,30,163.38,188,Moderate Risk
Fruits,36,21.33,6,475.44,36,Moderate Risk
Meat,134,14.89,25,493.47,134,Safe
Vegetables,146,22.8,2,12.83,146,High Risk
Bakery,47,22.89,9,310.93,47,Safe
Bakery,10,24.21,24,139.06,10,Safe
Dairy,169,3.48,13,99.98,169,High Risk
Vegetables,189,15.85,9,153.84,189,Safe
Dairy,165,21.19,21,280.61,165,Safe
Bakery,23,17.43,8,180.42,23,Safe
Bakery,150,19.22,2,115.63,150,High Risk
Bakery,65,14.47,6,301.09,65,Moderate Risk
Fruits,111,4.79,19,149.85,111,Moderate Risk
Seafood,82,2.85,10,127.46,82,Moderate Risk
Vegetables,184,8.65,12,97.26,184,Safe
Bakery,23,4.51,28,69.55,23,Safe
Vegetables,47,10.96,22,139.8,47,Safe
Fruits,63,22.08,13,381.11,63,Safe
Vegetables,153,20.01,3,360.89,153,Moderate Risk
Seafood,146,13.33,1,316.54,146,High Risk
Fruits,180,6.59,25,339.05,180,Moderate Risk
Seafood,154,20.76,5,414.61,154,Moderate Risk
Vegetables,194,15.21,5,100.95,194,Moderate Risk
Seafood,107,22.74,5,268.19,107,Moderate Risk
Bakery,99,22.62,16,480.32,99,Safe
Fruits,78,19.44,15,464.22,78,Safe
Vegetables,97,2.22,21,56.42,97,Moderate Risk
Meat,185,20.98,24,273.83,185,Safe
Seafood,173,8.57,9,437.95,173,Safe
Dairy,189,16.27,4,401.14,189,Moderate Risk
Fruits,80,24.89,3,347.16,80,Moderate Risk
Seafood,121,8.12,4,201.48,121,Moderate Risk
Meat,100,2.61,19,498.75,100,Moderate Risk
Vegetables,123,23.43,21,57.14,123,Safe
Vegetables,175,10.03,8,381.64,175,Safe
Fruits,89,18.5,23,451.89,89,Safe
Bakery,105,11.91,15,489.67,105,Safe
Dairy,196,1.88,1,164.28,196,High Risk
Fruits,54,16.6,10,95.88,54,Safe
Bakery,29,11.07,6,244.16,29,Moderate Risk
Vegetables,136,8.26,5,427.68,136,Moderate Risk
Meat,146,10.31,3,152.34,146,Moderate Risk
Bakery,56,8.92,29,386.41,56,Safe
Bakery,152,14.67,14,216.59,152,Safe
Bakery,81,17.22,26,287.37,81,Safe
Fruits,111,16.01,14,101.77,111,Safe
Fruits,176,11.54,18,475.45,176,Safe
Fruits,148,7.56,3,168.65,148,Moderate Risk
Vegetables,39,20.65,4,41.4,39,Moderate Risk
Vegetables,116,3.45,4,241.62,116,Moderate Risk
Seafood,49,17.95,5,255.6,49,Moderate Risk
Dairy,34,2.73,7,168.75,34,Safe
Fruits,135,20.47,18,404.87,135,Safe
Fruits,106,7.53,5,154.57,106,Moderate Risk
Meat,118,1.91,28,369.24,118,Moderate Risk
Meat,175,17.86,17,140.86,175,Safe
Meat,142,10.14,14,270.11,142,Safe
Bakery,20,1.7,20,430.48,20,Safe
Seafood,67,8.13,19,425.49,67,Safe
Fruits,14,17.14,11,34.8,14,Safe
Dairy,177,11.97,22,226.87,177,Safe
Vegetables,129,9.93,9,29.66,129,Safe
Bakery,120,19.92,23,281.91,120,Safe
Dairy,152,7.44,29,370.29,152,Moderate Risk
Dairy,144,11.28,20,447.25,144,Safe
Dairy,167,12.16,2,254.06,167,High Risk
Dairy,7,6.72,13,190.97,7,Safe
Vegetables,65,7.25,5,203.58,65,Moderate Risk
Seafood,86,12.89,21,21.69,86,Safe
Seafood,32,13.39,13,30.96,32,Safe
Vegetables,38,3.82,29,404.83,38,Safe
Bakery,190,19.64,25,325.63,190,Safe
Meat,165,14.12,10,422.45,165,Safe
Seafood,93,8.61,14,389.39,93,Safe
Vegetables,123,22.74,26,273.07,123,Safe
Fruits,99,7.42,28,417.93,99,Moderate Risk
Meat,28,14.23,30,346.79,28,Safe
Vegetables,44,1.59,24,449.11,44,Safe
Bakery,79,23.78,12,407.48,79,Safe
Fruits,71,23.85,2,194.12,71,High Risk
Seafood,69,5.65,27,461.35,69,Safe
Fruits,154,10.37,25,375.51,154,Safe
Vegetables,115,4.05,23,260.68,115,Moderate Risk
Fruits,117,5.84,7,471.94,117,Moderate Risk
Seafood,121,3.39,6,400.35,121,High Risk
Fruits,126,24.05,15,137.46,126,Safe
Vegetables,43,21.46,10,310.07,43,Safe
Seafood,11,10.77,20,472.68,11,Safe
Bakery,101,5.3,26,261.84,101,Moderate Risk
Meat,57,20.27,10,223.69,57,Safe
Fruits,48,13.64,29,461.49,48,Safe
Meat,78,11.43,9,27.71,78,Safe
Seafood,156,4.55,8,476.77,156,High Risk
Fruits,92,18.68,3,271.19,92,Moderate Risk
Bakery,27,24.82,14,347.57,27,Safe
Vegetables,95,24.16,8,204.46,95,Safe
Meat,171,10.4,30,365.61,171,Safe
Dairy,9,24.08,18,440.05,9,Safe
Vegetables,169,10.29,1,250.56,169,High Risk
Bakery,150,23.42,17,379.45,150,Safe
Dairy,90,15.91,20,35.73,90,Safe
Bakery,114,2.25,24,271.91,114,Moderate Risk
Seafood,43,10.72,25,35.19,43,Safe
Meat,10,21.87,15,86.48,10,Safe
Dairy,106,22.46,26,105.46,106,Safe
Meat,37,22.29,12,37.48,37,Safe
Fruits,172,8.7,21,285.82,172,Safe
Bakery,169,23.71,25,165.18,169,Safe
Meat,51,14.7,20,222.99,51,Safe
Seafood,8,2.65,2,128.22,8,High Risk
Seafood,184,13.2,24,190.28,184,Safe
Bakery,86,15.13,15,101.75,86,Safe
Meat,193,12.04,19,453.34,193,Safe
Meat,143,11.16,29,138.66,143,Safe
Vegetables,56,15.54,3,145.87,56,Moderate Risk
Bakery,19,3.02,8,127.84,19,Safe
Fruits,92,4.08,22,20.96,92,Moderate Risk
Meat,113,2.34,29,356.84,113,Moderate Risk
Dairy,26,14.53,3,473.21,26,Moderate Risk
Meat,98,24.08,14,457.22,98,Safe
Vegetables,123,17.33,4,374.13,123,Moderate Risk
Vegetables,123,16.89,22,342.29,123,Safe
Fruits,72,24.17,22,221.09,72,Safe
Seafood,59,2.34,5,147.81,59,Moderate Risk
Vegetables,65,11.96,10,242.75,65,Safe
Meat,61,22.67,16,162.58,61,Safe
Seafood,13,19.66,12,436.24,13,Safe
Fruits,158,11.87,3,152.9,158,Moderate Risk
Seafood,156,7.05,18,302.14,156,Moderate Risk
Fruits,199,18.31,4,337.72,199,Moderate Risk
Vegetables,99,24.49,8,102.76,99,Safe
Meat,53,15.74,20,190.43,53,Safe
Bakery,15,15.62,19,396.64,15,Safe
Meat,8,23.32,4,122.65,8,Moderate Risk
Bakery,30,4.32,17,321.65,30,Safe
Fruits,139,7.67,29,364.02,139,Moderate Risk
Vegetables,82,10.63,23,332.38,82,Safe
Fruits,116,18.92,18,301.99,116,Safe
Dairy,113,11.28,25,66.17,113,Safe
Bakery,17,23.84,30,175.4,17,Safe
Bakery,188,18.86,8,305.51,188,Safe
Meat,180,3.54,4,424.58,180,High Risk
Dairy,134,4.25,27,20.41,134,High Risk
Dairy,30,4.74,1,349.52,30,High Risk
Meat,118,17.9,22,270.08,118,Safe
Meat,146,14.21,2,207.0,146,High Risk
Bakery,24,20.73,29,94.99,24,Safe
Bakery,156,17.7,27,172.26,156,Safe
Fruits,38,3.7,24,209.63,38,Safe
Dairy,78,4.68,28,256.49,78,Safe
Vegetables,89,3.68,25,320.5,89,Moderate Risk
Vegetables,80,23.15,15,136.95,80,Safe
Seafood,126,5.63,21,144.98,126,Moderate Risk
Dairy,172,11.75,30,358.81,172,Safe
Bakery,186,22.9,23,344.83,186,Safe
Fruits,99,19.55,17,197.61,99,Safe
Bakery,101,22.88,13,439.85,101,Safe
Vegetables,5,6.36,5,157.73,5,Moderate Risk
Fruits,81,2.59,23,372.96,81,Moderate Risk
Meat,45,19.65,22,302.41,45,Safe
Bakery,9,24.66,4,317.79,9,Moderate Risk
Vegetables,174,12.14,29,106.99,174,Safe
Meat,119,18.82,29,303.87,119,Safe
Vegetables,161,4.97,22,434.93,161,High Risk
Meat,21,6.32,21,223.4,21,Safe
Fruits,37,22.48,1,247.58,37,High Risk
Dairy,167,24.12,22,288.39,167,Safe
Vegetables,13,11.4,12,392.2,13,Safe
Vegetables,142,17.94,23,406.43,142,Safe
Meat,148,2.04,10,146.03,148,High Risk
Vegetables,95,6.62,26,141.89,95,Moderate Risk
Fruits,46,20.19,17,256.95,46,Safe
Meat,136,14.56,18,332.48,136,Safe
Dairy,95,20.25,12,97.5,95,Safe
Dairy,186,17.51,25,30.39,186,Safe
Fruits,14,6.78,8,51.24,14,Safe
Fruits,27,22.14,7,464.0,27,Safe
Fruits,8,11.35,8,431.15,8,Safe
Fruits,38,1.51,16,477.29,38,Safe
Bakery,48,6.82,4,154.45,48,Moderate Risk
Meat,194,3.2,22,424.35,194,High Risk
Meat,171,12.5,23,388.09,171,Safe
Seafood,122,18.77,22,258.63,122,Safe
Seafood,105,7.26,7,235.15,105,Moderate Risk
Seafood,141,13.63,14,245.09,141,Safe
Seafood,168,19.82,16,325.94,168,Safe
Bakery,42,7.09,2,286.55,42,High Risk
Dairy,99,7.31,22,161.44,99,Moderate Risk
Fruits,163,16.51,12,294.42,163,Safe
Vegetables,31,19.49,27,444.99,31,Safe
Bakery,129,18.14,15,314.82,129,Safe
Seafood,42,12.17,3,355.66,42,Moderate Risk
Seafood,171,17.18,4,276.47,171,Moderate Risk
Vegetables,183,19.9,15,29.88,183,Safe
Dairy,51,5.97,29,451.33,51,Safe
Bakery,105,6.91,13,87.37,105,Moderate Risk
Bakery,171,10.15,30,402.96,171,Safe
Fruits,114,13.7,13,394.93,114,Safe
Bakery,25,12.87,5,191.21,25,Moderate Risk
Dairy,138,11.47,18,181.72,138,Safe
Vegetables,35,1.59,4,148.89,35,Moderate Risk
Vegetables,181,22.56,29,336.09,181,Safe
Dairy,124,1.15,12,24.56,124,High Risk
Fruits,17,20.03,28,254.27,17,Safe
Bakery,190,19.28,14,378.33,190,Safe
Seafood,99,2.81,9,498.31,99,Moderate Risk
Fruits,19,16.28,4,45.46,19,Moderate Risk
Vegetables,176,23.1,19,291.19,176,Safe
Seafood,60,20.28,23,99.82,60,Safe
Vegetables,43,1.58,5,137.91,43,Moderate Risk
Seafood,158,17.15,7,384.24,158,Safe
Fruits,171,22.24,29,177.78,171,Safe
Dairy,104,15.29,15,480.52,104,Safe
Vegetables,66,20.45,21,131.65,66,Safe
Dairy,132,24.1,7,229.18,132,Safe
Seafood,108,15.76,20,496.97,108,Safe
Dairy,118,21.05,5,486.29,118,Moderate Risk
Seafood,191,24.58,12,313.4,191,Safe
Fruits,138,7.5,16,415.88,138,Moderate Risk
Fruits,139,9.19,26,271.19,139,Safe
Dairy,170,18.55,21,100.06,170,Safe
Meat,195,10.66,27,107.77,195,Safe
Seafood,119,10.86,28,211.1,119,Safe
Vegetables,16,3.61,9,91.02,16,Safe
Bakery,130,7.32,15,282.4,130,Moderate Risk
Fruits,29,19.19,9,421.53,29,Safe
Dairy,6,17.26,12,148.01,6,Safe
Meat,41,8.29,19,384.34,41,Safe
Dairy,38,8.3,2,68.51,38,High Risk
Bakery,58,20.87,3,424.74,58,Moderate Risk
Bakery,154,9.19,16,50.05,154,Safe
Fruits,196,10.95,21,422.26,196,Safe
Fruits,163,23.69,16,492.85,163,Safe
Vegetables,133,21.33,10,131.09,133,Safe
Meat,100,1.25,23,36.46,100,Moderate Risk
Vegetables,142,11.04,15,381.89,142,Safe
Fruits,16,14.93,24,191.62,16,Safe
Fruits,22,16.38,4,226.89,22,Moderate Risk
Vegetables,148,20.41,17,341.63,148,Safe
Meat,57,15.34,18,78.47,57,Safe
Seafood,29,20.86,2,284.14,29,High Risk
Bakery,178,6.72,27,221.5,178,Moderate Risk
Meat,158,6.92,23,133.45,158,Moderate Risk
Seafood,110,1.93,28,97.66,110,Moderate Risk
Dairy,172,20.51,18,198.52,172,Safe
Seafood,122,15.14,10,138.96,122,Safe
Fruits,15,24.51,13,374.38,15,Safe
Meat,40,6.11,28,317.72,40,Safe
Bakery,81,9.14,4,35.6,81,Moderate Risk
Vegetables,38,11.17,14,294.5,38,Safe
Fruits,54,19.6,28,478.98,54,Safe
Meat,82,18.12,6,359.92,82,Moderate Risk
Bakery,184,22.22,6,314.11,184,Moderate Risk
Bakery,195,6.28,5,122.72,195,Moderate Risk
Meat,8,3.23,2,376.38,8,High Risk
Meat,188,15.23,20,96.78,188,Safe
Bakery,122,21.52,29,486.08,122,Safe
Vegetables,174,9.59,19,129.96,174,Safe
Vegetables,91,18.97,13,113.44,91,Safe
Meat,10,10.13,21,261.51,10,Safe
Fruits,21,19.15,15,366.44,21,Safe
Seafood,29,1.35,11,255.72,29,Safe
Seafood,122,15.85,20,186.75,122,Safe
Bakery,136,12.23,30,404.43,136,Safe
Seafood,55,24.14,19,381.86,55,Safe
Meat,176,10.6,19,259.26,176,Safe
Bakery,193,7.46,22,422.87,193,Moderate Risk
Bakery,148,10.52,25,283.63,148,Safe
Bakery,195,8.6,12,149.22,195,Safe
Bakery,57,4.19,26,179.99,57,Safe
Meat,48,12.33,27,389.03,48,Safe
Vegetables,25,23.33,2,123.47,25,High Risk
Bakery,57,7.81,25,84.43,57,Safe
Seafood,151,12.02,24,428.18,151,Safe
Meat,153,18.43,18,177.55,153,Safe
Fruits,95,21.86,19,261.45,95,Safe
Meat,162,20.93,30,297.4,162,Safe
Fruits,24,3.54,16,457.04,24,Safe
Fruits,170,14.0,20,323.64,170,Safe
Vegetables,112,9.54,25,409.02,112,Safe
Dairy,74,2.31,8,340.49,74,Safe
Vegetables,119,15.36,27,91.05,119,Safe
Fruits,29,1.01,3,252.24,29,Moderate Risk
Meat,176,2.58,15,277.23,176,High Risk
Dairy,196,7.77,29,461.09,196,Moderate Risk
Fruits,174,14.37,9,73.83,174,Safe
Bakery,83,7.14,4,352.27,83,Moderate Risk
Dairy,78,5.07,11,63.69,78,Safe
Dairy,50,13.5,11,63.62,50,Safe
Bakery,34,4.75,7,122.0,34,Safe
Seafood,188,19.92,11,101.87,188,Safe
Fruits,21,4.61,22,459.77,21,Safe
Meat,89,9.13,27,471.93,89,Safe
Meat,200,19.38,25,424.25,200,Safe
Meat,5,24.09,18,497.24,5,Safe
Dairy,120,21.33,7,329.8,120,Safe
Seafood,8,14.2,5,293.22,8,Moderate Risk
Vegetables,54,17.82,28,181.99,54,Safe
Bakery,195,5.23,28,326.66,195,Moderate Risk
Seafood,113,7.46,5,362.92,113,Moderate Risk
Bakery,109,22.55,26,171.54,109,Safe
Dairy,56,12.32,20,214.81,56,Safe
Seafood,182,11.0,21,219.11,182,Safe
Seafood,72,21.44,19,78.66,72,Safe
Dairy,146,18.65,9,42.01,146,Safe
Seafood,140,11.77,19,204.2,140,Safe
Seafood,55,24.16,22,265.02,55,Safe
Vegetables,173,2.55,23,267.64,173,High Risk
Fruits,151,15.19,20,433.7,151,Safe
Fruits,22,3.93,30,385.93,22,Safe
Vegetables,187,8.4,19,318.74,187,Safe
Fruits,181,17.47,5,405.26,181,Moderate Risk
Meat,69,16.0,19,132.92,69,Safe
Bakery,82,10.62,7,39.17,82,Safe
Vegetables,183,1.86,23,180.91,183,High Risk
Bakery,78,24.36,28,328.66,78,Safe
Vegetables,44,5.97,15,364.28,44,Safe
Dairy,40,4.19,21,80.05,40,Safe
Vegetables,132,10.86,5,108.53,132,Moderate Risk
Meat,154,8.72,17,455.31,154,Safe
Dairy,18,19.18,27,183.19,18,Safe
Seafood,89,1.48,20,134.36,89,Moderate Risk
Meat,70,11.25,23,183.94,70,Safe
Vegetables,95,11.67,3,229.7,95,Moderate Risk
Meat,16,13.15,2,23.48,16,High Risk
Meat,128,9.73,23,122.27,128,Safe
Bakery,83,3.02,18,175.48,83,Moderate Risk
Dairy,58,20.78,5,221.27,58,Moderate Risk
Meat,138,4.58,20,159.56,138,High Risk
Dairy,46,10.26,27,49.6,46,Safe
Dairy,179,19.07,16,477.05,179,Safe
Bakery,118,9.26,17,403.38,118,Safe
Seafood,75,3.29,15,437.84,75,Safe
Dairy,133,19.2,10,365.8,133,Safe
Fruits,145,9.17,26,25.78,145,Safe
Bakery,191,9.31,20,340.22,191,Safe
Bakery,115,20.59,8,111.1,115,Safe
Fruits,29,21.87,12,11.35,29,Safe
Vegetables,120,19.97,26,152.44,120,Safe
Fruits,61,3.04,12,423.76,61,Safe
Meat,43,14.15,21,293.72,43,Safe
Seafood,92,12.56,17,305.53,92,Safe
Meat,58,9.38,2,465.61,58,High Risk
Seafood,181,4.49,11,95.16,181,High Risk
Fruits,166,5.57,17,280.53,166,Moderate Risk
Vegetables,35,17.94,6,223.72,35,Moderate Risk
Meat,95,8.88,9,296.55,95,Safe
Fruits,157,7.09,24,382.48,157,Moderate Risk
Seafood,130,23.55,10,266.94,130,Safe
Dairy,30,10.11,9,397.68,30,Safe
Dairy,13,11.42,19,161.48,13,Safe
Fruits,21,19.42,14,316.46,21,Safe
Meat,144,18.44,26,202.78,144,Safe
Bakery,84,9.69,27,203.64,84,Safe
Seafood,141,21.26,19,232.32,141,Safe
Dairy,183,8.76,8,57.04,183,Safe
Meat,158,23.93,11,422.72,158,Safe
Meat,146,16.99,27,255.47,146,Safe
Vegetables,190,14.3,12,34.79,190,Safe
Dairy,108,4.9,28,106.21,108,Moderate Risk
